,budget,popularity,vote_count,top_cast_avg_rating,director_encoded,release_year,release_month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,title,genres,director,top_cast,release_date,vote_average,revenue,budget_log,revenue_log,profit_ratio
2551,15000000,6.857923,155,6.271936339522531,1351,2000,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Where the Heart Is,"['Comedy', 'Drama', 'Romance']",Matt Williams,['Unknown'],2000-04-27,6.9,33771174,16.52356082573315,17.335118185952478,1.2514116
2552,15000000,41.286336,851,6.271936339522531,468,1962,12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Lawrence of Arabia,"['Adventure', 'Drama', 'History', 'War']",David Lean,['Unknown'],1962-12-10,7.8,69995385,16.52356082573315,18.063939883555477,3.666359
2553,15000000,12.929525,267,5.266666666666667,1738,2009,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Halloween II,['Horror'],Rob Zombie,"['Scout Taylor-Compton', 'Sheri Moon Zombie', 'Tyler Mane']",2009-08-28,5.1,39421467,16.52356082573315,17.489821098975163,1.6280978
2555,15000000,19.760383,440,6.166666666666667,514,2009,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,The Last House on the Left,"['Crime', 'Thriller', 'Horror', 'Drama']",Dennis Iliadis,"['Garret Dillahunt', 'Michael Bowen', 'Joshua Cox']",2009-03-13,6.2,32721635,16.52356082573315,17.30354706844886,1.1814423333333333
2556,15000000,10.194097,230,6.455555555555556,347,2005,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Wedding Date,"['Comedy', 'Romance']",Clare Kilner,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams']",2005-02-04,6.2,47175038,16.52356082573315,17.66937547592761,2.1450025333333333
2557,13000000,11.045593,228,4.916666666666667,1719,2002,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Halloween: Resurrection,"['Horror', 'Thriller']",Rick Rosenthal,"['Jamie Lee Curtis', 'Brad Loree', 'Busta Rhymes']",2002-07-01,4.5,37664855,16.380459992348886,17.444238016056605,1.8972965384615386
2558,16000000,44.533612,1486,6.271936339522531,1737,1987,9,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",Rob Reiner,['Unknown'],1987-09-18,7.6,30857814,16.588099342704055,17.2449005987633,0.928613375
2559,15000000,10.84158,151,6.4375661375661375,516,2007,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Great Debaters,['Drama'],Denzel Washington,"['Denzel Washington', 'Nate Parker', 'Forest Whitaker']",2007-12-27,6.9,30226144,16.52356082573315,17.224217836295164,1.0150762666666666
2560,15000000,49.294864,3725,6.94904761904762,1520,2011,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Drive,"['Drama', 'Action', 'Thriller', 'Crime']",Nicolas Winding Refn,"['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston']",2011-08-06,7.4,78054825,16.52356082573315,18.17292203517306,4.203655
2561,15000000,7.424798,221,5.211111111111111,1845,2004,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Confessions of a Teenage Drama Queen,['Comedy'],Sara Sugarman,"['Lindsay Lohan', 'Adam Garcia', 'Glenne Headly']",2004-02-17,5.1,29331068,16.52356082573315,17.194157887613006,0.9554045333333333
2562,15000000,5.164281,72,5.786666666666666,1505,1998,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,The Object of My Affection,"['Comedy', 'Drama', 'Romance']",Nicholas Hytner,"['Jennifer Aniston', 'Paul Rudd', 'Hayden Panettiere']",1998-04-17,5.6,46905889,16.52356082573315,17.663653811885148,2.1270592666666666
2564,15000000,7.297757,130,6.271936339522531,2012,2014,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,When the Game Stands Tall,['Drama'],Thomas Carter,['Unknown'],2014-08-22,6.3,30127963,16.52356082573315,17.220964334976603,1.0085308666666666
2565,14000000,3.334804,61,6.265000000000001,2136,2005,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Because of Winn-Dixie,"['Comedy', 'Drama', 'Family']",Wayne Wang,"['Jeff Daniels', 'AnnaSophia Robb', 'Cicely Tyson']",2005-02-18,6.1,32645546,16.454567959008102,17.301219018474132,1.3318247142857143
2566,20000000,2.027393,88,6.271936339522531,704,2000,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Love & Basketball,"['Action', 'Comedy', 'Drama', 'Romance']",Gina Prince-Bythewood,['Unknown'],2000-04-21,7.4,27728118,16.811242881518265,17.137957582619023,0.3864059
2567,0,13.817269,275,6.2492857142857146,680,1997,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Grosse Pointe Blank,"['Action', 'Comedy', 'Thriller', 'Romance']",George Armitage,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd']",1997-04-11,6.9,28084357,0.0,17.150723324509897,
2568,15000000,13.237835,295,5.876388888888889,1639,2009,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All About Steve,['Comedy'],Phil Traill,"['Sandra Bullock', 'Thomas Haden Church', 'Bradley Cooper']",2009-09-04,4.7,40105542,16.52356082573315,17.507025112150426,1.6737028
2569,0,3.890223,212,4.566666666666666,946,2000,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Book of Shadows: Blair Witch 2,"['Mystery', 'Thriller', 'Horror']",Joe Berlinger,"['Kim Director', 'Jeffrey Donovan', 'Erica Leerhsen']",2000-10-27,4.3,0,0.0,0.0,
2570,15000000,19.517239,380,6.05,82,1996,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Andrew Fleming,"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']",1996-05-03,6.3,24769466,16.52356082573315,17.025122283268747,0.6512977333333333
2571,15000000,30.669913,1105,6.271936339522531,2163,2005,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']",Woody Allen,['Unknown'],2005-10-26,7.3,85306374,16.52356082573315,18.261759745894384,4.6870916
2572,0,9.681147,245,6.046666666666667,572,2010,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ramona and Beezus,"['Comedy', 'Family']",Elizabeth Allen Rosenbaum,"['Joey King', 'Selena Gomez', 'John Corbett']",2010-07-23,6.1,0,0.0,0.0,
2574,15000000,19.85579,796,6.271936339522531,1584,1997,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Boogie Nights,['Drama'],Paul Thomas Anderson,['Unknown'],1997-09-11,7.5,43101594,16.52356082573315,17.57907056134979,1.8734396
2575,0,11.689337,119,6.271936339522531,1750,1993,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Nowhere to Run,"['Action', 'Adventure', 'Drama', 'Thriller']",Robert Harmon,['Unknown'],1993-01-15,5.5,0,0.0,0.0,
2576,15000000,3.043589,52,6.033333333333334,1404,2006,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Flicka,['Drama'],Michael Mayer,"['Tim McGraw', 'Maria Bello', 'Armie Hammer']",2006-10-20,6.1,21000000,16.52356082573315,16.860033043306743,0.4
2577,15000000,17.141376,351,5.2,1332,2007,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,The Hills Have Eyes 2,"['Horror', 'Thriller']",Martin Weisz,"['Michael Bailey Smith', 'Archie Kao', 'Jay Acovone']",2007-03-22,5.2,0,16.52356082573315,0.0,-1.0
2578,14000000,8.885017,100,4.955555555555556,1011,2000,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Urban Legends: Final Cut,['Horror'],John Ottman,"['Jennifer Morrison', 'Matthew Davis', 'Loretta Devine']",2000-09-19,4.4,38574362,16.454567959008102,17.468098442791344,1.7553115714285714
2579,0,4.115398,128,6.261111111111112,879,2002,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,Tuck Everlasting,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",Jay Russell,"['Alexis Bledel', 'William Hurt', 'Sissy Spacek']",2002-10-11,6.4,0,0.0,0.0,
2580,20000000,7.679336,163,5.522222222222222,972,2006,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,The Marine,"['Action', 'Adventure', 'Drama', 'Thriller']",John Bonito,"['John Cena', 'Kelly Carlson', 'Robert Patrick']",2006-10-13,5.0,22165608,16.811242881518265,16.914052501533895,0.1082804
2583,15000000,9.378688,104,5.742592592592593,476,1998,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Disturbing Behavior,"['Mystery', 'Horror', 'Science Fiction']",David Nutter,"['James Marsden', 'Katie Holmes', 'Nick Stahl']",1998-07-24,5.5,17507368,16.52356082573315,16.67813243597632,0.16715786666666665
2584,15000000,35.395129,1653,6.164880952380952,518,2013,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Place Beyond the Pines,"['Drama', 'Crime']",Derek Cianfrance,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes']",2013-03-20,6.8,35485608,16.52356082573315,17.384637791975155,1.3657072
2585,15000000,45.317278,639,6.271936339522531,1780,2014,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The November Man,"['Crime', 'Action', 'Thriller']",Roger Donaldson,['Unknown'],2014-08-27,6.0,32556119,16.52356082573315,17.29847592737878,1.1704079333333333
2586,15000000,4.302941,42,6.271936339522531,1921,1999,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Eye of the Beholder,"['Drama', 'Mystery', 'Thriller']",Stephan Elliott,['Unknown'],1999-09-04,5.3,0,16.52356082573315,0.0,-1.0
2587,15000000,47.006162,1840,6.95,1132,2008,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,The Hurt Locker,"['Drama', 'Thriller', 'War']",Kathryn Bigelow,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",2008-10-10,7.2,42000000,16.52356082573315,17.553180200057167,1.8
2588,15000000,11.379652,173,6.271936339522531,1310,1984,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,Firestarter,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",Mark L. Lester,['Unknown'],1984-05-11,5.9,17080167,16.52356082573315,16.6534285823419,0.1386778
2589,15000000,24.612603,742,6.066666666666666,79,2012,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Killing Them Softly,"['Crime', 'Thriller']",Andrew Dominik,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn']",2012-09-20,5.8,37930465,16.52356082573315,17.451265199379225,1.5286976666666667
2590,15000000,26.708193,541,6.271936339522531,121,2014,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A Most Wanted Man,['Thriller'],Anton Corbijn,['Unknown'],2014-07-25,6.5,31554855,16.52356082573315,17.26723804952944,1.103657
2591,0,8.710294,115,6.271936339522531,2050,2001,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Freddy Got Fingered,['Comedy'],Tom Green,['Unknown'],2001-04-18,4.6,0,0.0,0.0,
2592,0,1.800119,25,6.271936339522531,1453,2008,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,VeggieTales: The Pirates Who Don't Do Anything,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Mike Nawrocki,['Unknown'],2008-01-11,5.9,0,0.0,0.0,
2593,15000000,0.335195,10,6.7,1314,2007,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U2 3D,"['Music', 'Documentary']",Mark Pellington,"['Bono', 'The Edge', 'Adam Clayton']",2007-05-19,6.7,22730842,16.52356082573315,16.939233282690495,0.5153894666666666
2594,25000000,11.782725,104,4.7,546,2000,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Highlander: Endgame,"['Action', 'Fantasy', 'Science Fiction']",Douglas Aarniokoski,"['Christopher Lambert', 'Bruce Payne', 'Adrian Paul']",2000-09-01,4.4,15843608,17.034386422832473,16.578276759307847,-0.36625568
2596,15000000,16.629173,978,6.271936339522531,1246,2011,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,One Day,"['Drama', 'Romance']",Lone Scherfig,['Unknown'],2011-03-02,7.0,59389433,16.52356082573315,17.899626889722686,2.9592955333333335
2597,15000000,20.05902,357,6.572222222222223,550,2009,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Whip It,['Drama'],Drew Barrymore,"['Ellen Page', 'Alia Shawkat', 'Kristen Wiig']",2009-09-13,6.7,16633035,16.52356082573315,16.62690139614236,0.108869
2598,15000000,8.113634,97,5.721666666666668,238,2001,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Knockaround Guys,"['Crime', 'Thriller']",Brian Koppelman,"['Barry Pepper', 'Andy Davoli', 'Seth Green']",2001-09-07,5.9,12000000,16.52356082573315,16.300417291085605,-0.2
2599,0,9.87419,126,6.271936339522531,831,2003,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Confidence,"['Action', 'Comedy', 'Thriller', 'Crime']",James Foley,['Unknown'],2003-04-25,6.4,0,0.0,0.0,
2600,0,2.857936,31,5.95,34,1999,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,The Muse,"['Fantasy', 'Comedy']",Albert Brooks,"['Albert Brooks', 'Sharon Stone', 'Andie MacDowell']",1999-08-27,5.3,0,0.0,0.0,
2601,20000000,3.138118,32,6.271936339522531,789,2004,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,De-Lovely,"['Drama', 'Music']",Irwin Winkler,['Unknown'],2004-07-02,6.3,0,16.811242881518265,0.0,-1.0
2602,15000000,6.684096,64,6.271936339522531,619,1989,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,New York Stories,"['Comedy', 'Drama', 'Romance']",Francis Ford Coppola,['Unknown'],1989-03-10,6.2,0,16.52356082573315,0.0,-1.0
2603,0,0.722911,8,6.271936339522531,1947,1998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Barney's Great Adventure,['Family'],Steve Gomer,['Unknown'],1998-01-01,2.9,0,0.0,0.0,
2604,15000000,17.672021,358,5.4261904761904765,1655,2012,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Man with the Iron Fists,['Action'],RZA,"['Russell Crowe', 'Lucy Liu', 'Jamie Chung']",2012-11-02,5.2,15608545,16.52356082573315,16.563329142733707,0.040569666666666664
2605,15000000,3.033471,32,6.271936339522531,500,1998,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Home Fries,"['Drama', 'Comedy', 'Romance']",Dean Parisot,['Unknown'],1998-11-25,4.8,10443316,16.52356082573315,16.16147281026287,-0.30377893333333333
2607,15000000,41.089863,861,6.271936339522531,2006,1985,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brazil,"['Comedy', 'Science Fiction']",Terry Gilliam,['Unknown'],1985-02-20,7.5,0,16.52356082573315,0.0,-1.0
2608,15000000,10.9071,211,6.271936339522531,1869,2004,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Raise Your Voice,"['Music', 'Drama', 'Romance']",Sean McNamara,['Unknown'],2004-08-10,6.0,14867514,16.52356082573315,16.514689189474435,-0.0088324
2609,15000000,49.230089,2926,6.271936339522531,962,1998,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Big Lebowski,"['Comedy', 'Crime']",Joel Coen,['Unknown'],1998-03-06,7.8,46189568,16.52356082573315,17.648264551339224,2.0793045333333335
2610,15000000,11.429607,243,5.897777777777779,371,2006,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Black Snake Moan,['Drama'],Craig Brewer,"['Samuel L. Jackson', 'Christina Ricci', 'Justin Timberlake']",2006-12-08,6.6,10903846,16.52356082573315,16.204626220712008,-0.2730769333333333
2611,15000000,6.373316,85,6.073015873015873,1797,2002,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dark Blue,"['Action', 'Crime', 'Drama', 'Thriller']",Ron Shelton,"['Kurt Russell', 'Scott Speedman', 'Michael Michele']",2002-12-14,6.5,9237470,16.52356082573315,16.038778704856128,-0.38416866666666666
2612,16000000,9.717392,95,6.271936339522531,1426,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A Mighty Heart,"['Drama', 'Thriller']",Michael Winterbottom,['Unknown'],2007-01-01,6.7,18928871,16.588099342704055,16.756198933454446,0.1830544375
2613,15000000,8.074807,37,6.271936339522531,481,2000,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Whatever It Takes,"['Drama', 'Comedy', 'Romance']",David Raynr,['Unknown'],2000-03-31,5.0,9902115,16.52356082573315,16.108259029639978,-0.339859
2614,20000000,7.034752,146,6.271936339522531,1474,2002,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boat Trip,['Comedy'],Mort Nathan,['Unknown'],2002-10-01,4.7,8586376,16.811242881518265,15.965687435491247,-0.5706812
2615,0,7.250379,127,6.271936339522531,1540,2002,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,The Importance of Being Earnest,"['Comedy', 'Drama', 'History', 'Romance']",Oliver Parker,['Unknown'],2002-05-17,6.7,0,0.0,0.0,
2616,0,0.116873,3,5.746666666666667,391,1998,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,The Love Letter,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Dan Curtis,"['Campbell Scott', 'Jennifer Jason Leigh', 'David Dukes']",1998-02-01,4.7,0,0.0,0.0,
2617,0,7.712206,44,5.781481481481482,2140,2006,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Hoot,"['Drama', 'Family']",Wil Shriner,"['Luke Wilson', 'Logan Lerman', 'Brie Larson']",2006-05-05,5.5,0,0.0,0.0,
2618,15000000,25.329493,1388,6.271936339522531,1329,2008,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,In Bruges,"['Comedy', 'Drama', 'Crime']",Martin McDonagh,['Unknown'],2008-02-08,7.4,34533783,16.52356082573315,17.357448649229443,1.3022522
2619,15,5.112809,26,5.733333333333334,2035,2013,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peeples,['Comedy'],Tina Gordon Chism,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier']",2013-05-09,5.6,0,2.772588722239781,0.0,-1.0
2620,15000000,13.832376,156,6.271936339522531,1602,2008,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,The Rocker,"['Comedy', 'Music']",Peter Cattaneo,['Unknown'],2008-08-20,5.6,8762890,16.52356082573315,15.986036431298068,-0.4158073333333333
2622,15000000,13.568302,243,6.001851851851852,732,2012,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Promised Land,['Drama'],Gus Van Sant,"['Matt Damon', 'John Krasinski', 'Frances McDormand']",2012-09-23,6.0,8138788,16.52356082573315,15.912151955412375,-0.4574141333333333
2623,15000000,21.857387,350,6.271936339522531,2163,2009,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Whatever Works,"['Comedy', 'Romance']",Woody Allen,['Unknown'],2009-06-19,6.8,35097815,16.52356082573315,17.37364946427799,1.3398543333333333
2624,15000000,0.249245,15,4.7,1335,2000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,The In Crowd,['Thriller'],Mary Lambert,"['Susan Ward', 'Lori Heuring', 'Matthew Settle']",2000-07-19,4.7,5217498,16.52356082573315,15.467528726270801,-0.6521668
2625,15000000,12.163832,177,6.195,2068,2005,11,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,The Three Burials of Melquiades Estrada,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam']",2005-11-17,7.0,12036149,16.52356082573315,16.30342517926658,-0.19759006666666667
2626,0,8.962245,90,6.067948717948718,1615,1999,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Jakob the Liar,"['Comedy', 'Drama', 'History']",Peter Kassovitz,"['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon']",1999-09-16,6.0,0,0.0,0.0,
2627,15000000,32.690038,886,6.490873015873016,1880,2005,9,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kiss Kiss Bang Bang,"['Action', 'Comedy', 'Crime', 'Mystery']",Shane Black,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan']",2005-09-05,7.2,15785148,16.52356082573315,16.574580119270827,0.0523432
2628,25000000,8.583217,182,5.74388888888889,1774,1999,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Idle Hands,"['Thriller', 'Comedy', 'Horror']",Rodman Flender,"['Devon Sawa', 'Seth Green', 'Jessica Alba']",1999-04-30,6.1,4152230,17.034386422832473,15.239156338118397,-0.8339108
2629,15000000,31.60985,1477,6.271936339522531,470,2001,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Mulholland Drive,"['Thriller', 'Drama', 'Mystery']",David Lynch,['Unknown'],2001-05-16,7.6,20117339,16.52356082573315,16.817092687696285,0.3411559333333333
2631,22000000,12.4654,251,6.271936339522531,2163,2010,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",Woody Allen,['Unknown'],2010-05-23,5.8,0,16.906553056777135,0.0,-1.0
2632,15000000,30.983397,737,6.953333333333333,1315,2010,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Never Let Me Go,"['Drama', 'Romance', 'Science Fiction']",Mark Romanek,"['Carey Mulligan', 'Andrew Garfield', 'Keira Knightley']",2010-09-15,6.8,9455232,16.52356082573315,16.062078902817067,-0.3696512
2633,0,1.485324,12,6.271936339522531,1437,2007,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Company,['Drama'],Mikael Salomon,['Unknown'],2007-08-05,7.0,0,0.0,0.0,
2634,15000000,11.428903,195,5.980555555555557,211,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Transsiberian,"['Thriller', 'Crime', 'Mystery']",Brad Anderson,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara']",2008-01-18,6.5,5926410,16.52356082573315,15.594929360093731,-0.604906
2635,15000000,5.484679,27,5.126666666666666,1381,1986,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,The Clan of the Cave Bear,"['Adventure', 'Drama']",Michael Chapman,"['Daryl Hannah', 'Pamela Reed', 'James Remar']",1986-01-17,4.8,0,16.52356082573315,0.0,-1.0
2636,0,5.770246,12,6.271936339522531,122,1999,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Crazy in Alabama,"['Comedy', 'Drama']",Antonio Banderas,['Unknown'],1999-10-22,6.5,0,0.0,0.0,
2637,15000000,15.175289,545,6.25,1393,2007,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Funny Games,"['Horror', 'Thriller', 'Crime']",Michael Haneke,"['Naomi Watts', 'Tim Roth', 'Michael Pitt']",2007-10-20,6.3,7938872,16.52356082573315,15.887281883602348,-0.4707418666666667
2639,0,0.470645,23,6.271936339522531,134,1999,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Felicia's Journey,['Drama'],Atom Egoyan,['Unknown'],1999-11-24,6.6,0,0.0,0.0,
2640,92620000,32.351527,657,6.271936339522531,649,1927,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Metropolis,"['Drama', 'Science Fiction']",Fritz Lang,['Unknown'],1927-01-10,8.0,650422,18.344015669813682,13.385378199444116,-0.9929775210537681
2641,12000000,17.493735,565,6.271936339522531,1647,2004,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,District B13,"['Action', 'Thriller', 'Science Fiction']",Pierre Morel,['Unknown'],2004-11-09,6.5,9584131,16.300417291085605,16.075619372197448,-0.20132241666666667
2642,8000000,6.932221,85,6.271936339522531,662,1995,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Things to Do in Denver When You're Dead,"['Drama', 'Crime']",Gary Fleder,['Unknown'],1995-12-01,6.7,529766,15.894952224644102,13.18019256622443,-0.93377925
2643,15000000,8.142166,157,6.271936339522531,770,2015,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,The Assassin,"['Action', 'Drama', 'History']",Hou Hsiao-hsien,['Unknown'],2015-08-27,6.6,632542,16.52356082573315,13.357503481462716,-0.9578305333333333
2645,0,7.744166,100,7.400000000000001,92,2003,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,The Return,"['Thriller', 'Drama', 'Mystery']",Andrey Zvyagintsev,"['Vladimir Garin', 'Konstantin Lavronenko', 'Nataliya Vdovina']",2003-06-25,7.4,0,0.0,0.0,
2646,8500000,9.029489,152,5.983333333333333,2076,2008,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Ong Bak 2,"['Adventure', 'Action', 'Thriller']",Tony Jaa,"['Tony Jaa', 'Sarunyu Wongkrachang', 'Sorapong Chatree']",2008-12-04,6.0,8936663,15.955576839107596,16.005672923147866,0.051372117647058825
2648,15000000,2.609057,22,6.271936339522531,1816,1996,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Silent Trigger,"['Drama', 'Action', 'Thriller']",Russell Mulcahy,['Unknown'],1996-06-26,5.0,76382,16.52356082573315,11.243515437305897,-0.9949078666666666
2649,15000000,19.913961,290,5.6375,1822,2008,8,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,The Midnight Meat Train,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",Ryûhei Kitamura,"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields']",2008-08-07,6.0,3533227,16.52356082573315,15.077722458649065,-0.7644515333333334
